Email_address,First_name,Last_name,Course_id,Grade,Marks
s_1hj87mrk@example.com,First,Last,DATA200,A,86.02
s_42s9rtfo@example.com,First,Last,DATA200,A,62.26
s_wkcdoaf1@example.com,First,Last,DATA200,A,52.23
s_e1p7jsm7@example.com,First,Last,DATA200,A,50.45
s_yhntw1x4@example.com,First,Last,DATA200,A,72.46
s_vy6t38ia@example.com,First,Last,DATA200,A,99.39
s_yh6ynv97@example.com,First,Last,DATA200,A,65.40
s_kxxzkrgv@example.com,First,Last,DATA200,A,83.60
s_me1xxgc4@example.com,First,Last,DATA200,A,68.97
s_pcdkt3ht@example.com,First,Last,DATA200,A,65.01
s_chdwebfe@example.com,First,Last,DATA200,A,59.02
s_icj1r6g8@example.com,First,Last,DATA200,A,69.56
s_26a30z8n@example.com,First,Last,DATA200,A,99.51
s_c3nvmt0r@example.com,First,Last,DATA200,A,76.39
s_zymxa939@example.com,First,Last,DATA200,A,99.54
s_k80avhsk@example.com,First,Last,DATA200,A,94.53
s_9nz3i8m1@example.com,First,Last,DATA200,A,86.33
s_rke2pjax@example.com,First,Last,DATA200,A,84.69
s_liyq6fag@example.com,First,Last,DATA200,A,54.82
s_1zgxgo58@example.com,First,Last,DATA200,A,81.53
s_xi1rmvdj@example.com,First,Last,DATA200,A,94.44
s_76qhe6zf@example.com,First,Last,DATA200,A,61.96
s_hvvo5q3g@example.com,First,Last,DATA200,A,74.12
s_rl76ghx5@example.com,First,Last,DATA200,A,91.52
s_rlo037b0@example.com,First,Last,DATA200,A,68.21
s_wo1fos0a@example.com,First,Last,DATA200,A,90.99
s_anjb5h1b@example.com,First,Last,DATA200,A,82.34
s_vlkaguf2@example.com,First,Last,DATA200,A,94.39
s_81leszng@example.com,First,Last,DATA200,A,75.40
s_5uy74qp2@example.com,First,Last,DATA200,A,51.86
s_mvxcl265@example.com,First,Last,DATA200,A,90.74
s_g5dpd37h@example.com,First,Last,DATA200,A,61.04
s_q2620d91@example.com,First,Last,DATA200,A,84.61
s_bpr1wwnd@example.com,First,Last,DATA200,A,71.11
s_xejs6ztp@example.com,First,Last,DATA200,A,78.84
s_ig2ofb0j@example.com,First,Last,DATA200,A,94.76
s_d59aiz39@example.com,First,Last,DATA200,A,92.54
s_1x35z53w@example.com,First,Last,DATA200,A,91.02
s_lukp68bs@example.com,First,Last,DATA200,A,76.93
s_fyk7s0ko@example.com,First,Last,DATA200,A,67.04
s_ztajdxqv@example.com,First,Last,DATA200,A,93.59
s_bluui9b6@example.com,First,Last,DATA200,A,81.83
s_xkwyo5sg@example.com,First,Last,DATA200,A,69.21
s_8nt0lhlx@example.com,First,Last,DATA200,A,61.54
s_yay3ic7w@example.com,First,Last,DATA200,A,57.93
s_jibmb611@example.com,First,Last,DATA200,A,99.74
s_7vq8jykf@example.com,First,Last,DATA200,A,59.34
s_lm5pyvhb@example.com,First,Last,DATA200,A,85.75
s_g38zfpdn@example.com,First,Last,DATA200,A,71.01
s_e5iihfde@example.com,First,Last,DATA200,A,61.19
s_i4xc12r9@example.com,First,Last,DATA200,A,60.81
s_vhrfmckw@example.com,First,Last,DATA200,A,80.12
s_gy6eeyex@example.com,First,Last,DATA200,A,84.83
s_2g7i4c9y@example.com,First,Last,DATA200,A,97.48
s_nbln2ljz@example.com,First,Last,DATA200,A,97.70
s_mph598b8@example.com,First,Last,DATA200,A,79.76
s_df1bhv8r@example.com,First,Last,DATA200,A,59.69
s_qhq2a15s@example.com,First,Last,DATA200,A,73.39
s_5xw7ywkn@example.com,First,Last,DATA200,A,54.05
s_qsh4ldyz@example.com,First,Last,DATA200,A,86.21
s_y0v7i15t@example.com,First,Last,DATA200,A,90.82
s_k1lbo1ow@example.com,First,Last,DATA200,A,73.12
s_i8luueuh@example.com,First,Last,DATA200,A,69.97
s_qva0k925@example.com,First,Last,DATA200,A,71.62
s_beoeooa5@example.com,First,Last,DATA200,A,61.99
s_o7x07i2h@example.com,First,Last,DATA200,A,75.43
s_zj6zs6v1@example.com,First,Last,DATA200,A,83.29
s_ri22rj4o@example.com,First,Last,DATA200,A,99.38
s_badipzn7@example.com,First,Last,DATA200,A,73.09
s_ulpaa3qr@example.com,First,Last,DATA200,A,73.68
s_z5x3elof@example.com,First,Last,DATA200,A,50.34
s_pjaf5rdi@example.com,First,Last,DATA200,A,92.93
s_r3kyr56d@example.com,First,Last,DATA200,A,89.43
s_41em0oah@example.com,First,Last,DATA200,A,78.85
s_pu5kgl4h@example.com,First,Last,DATA200,A,90.35
s_5uzyqmyb@example.com,First,Last,DATA200,A,74.59
s_45sr4e2x@example.com,First,Last,DATA200,A,66.00
s_00vnbw2f@example.com,First,Last,DATA200,A,94.60
s_q6t7gvj6@example.com,First,Last,DATA200,A,86.36
s_pg6gduzd@example.com,First,Last,DATA200,A,61.55
s_b9a97fbd@example.com,First,Last,DATA200,A,76.95
s_i9j5gdj8@example.com,First,Last,DATA200,A,99.03
s_4uizuzpt@example.com,First,Last,DATA200,A,89.74
s_960vriqc@example.com,First,Last,DATA200,A,60.33
s_d9i34t20@example.com,First,Last,DATA200,A,66.49
s_dt2g9090@example.com,First,Last,DATA200,A,90.14
s_6ndpnauj@example.com,First,Last,DATA200,A,83.16
s_srk6mqhs@example.com,First,Last,DATA200,A,99.12
s_v0ulefsi@example.com,First,Last,DATA200,A,77.61
s_awogwu56@example.com,First,Last,DATA200,A,94.87
s_965js8ot@example.com,First,Last,DATA200,A,93.36
s_axqt1g90@example.com,First,Last,DATA200,A,75.46
s_gq7xybi1@example.com,First,Last,DATA200,A,88.83
s_52ogu732@example.com,First,Last,DATA200,A,50.92
s_6ua2y56d@example.com,First,Last,DATA200,A,81.66
s_twgjnx5n@example.com,First,Last,DATA200,A,61.77
s_1kbjie0a@example.com,First,Last,DATA200,A,54.85
s_j0iwja8q@example.com,First,Last,DATA200,A,69.15
s_l4mijnll@example.com,First,Last,DATA200,A,94.25
s_b68w5nrb@example.com,First,Last,DATA200,A,91.37
s_785w3p0m@example.com,First,Last,DATA200,A,74.67
s_cvfxakaf@example.com,First,Last,DATA200,A,96.29
s_szn90whv@example.com,First,Last,DATA200,A,65.38
s_mf9afzro@example.com,First,Last,DATA200,A,95.89
s_qsxi5a2l@example.com,First,Last,DATA200,A,76.82
s_oj5c7wcs@example.com,First,Last,DATA200,A,65.32
s_pi0l7l85@example.com,First,Last,DATA200,A,77.75
s_r8mf020e@example.com,First,Last,DATA200,A,71.73
s_no778up0@example.com,First,Last,DATA200,A,97.83
s_b8bt4xis@example.com,First,Last,DATA200,A,55.17
s_n2kn0y6i@example.com,First,Last,DATA200,A,81.29
s_8hiay6v1@example.com,First,Last,DATA200,A,70.74
s_sbxztzzm@example.com,First,Last,DATA200,A,90.00
s_baw3kr30@example.com,First,Last,DATA200,A,91.69
s_fx6l1rwm@example.com,First,Last,DATA200,A,61.67
s_iekis5t2@example.com,First,Last,DATA200,A,51.08
s_91yu7eza@example.com,First,Last,DATA200,A,56.86
s_331ja1ay@example.com,First,Last,DATA200,A,70.31
s_7h94vrp5@example.com,First,Last,DATA200,A,89.33
s_k6e2y6s0@example.com,First,Last,DATA200,A,88.73
s_56bf2ddg@example.com,First,Last,DATA200,A,59.03
s_riwdb4n2@example.com,First,Last,DATA200,A,84.99
s_jmj505hh@example.com,First,Last,DATA200,A,97.38
s_r3ghil1z@example.com,First,Last,DATA200,A,93.60
s_mdz6weiq@example.com,First,Last,DATA200,A,68.82
s_ac2pbj2u@example.com,First,Last,DATA200,A,67.48
s_oj34b6v0@example.com,First,Last,DATA200,A,82.97
s_arptj9lt@example.com,First,Last,DATA200,A,57.38
s_guy7czfn@example.com,First,Last,DATA200,A,90.04
s_pg1e2w54@example.com,First,Last,DATA200,A,51.95
s_twq7ylli@example.com,First,Last,DATA200,A,69.19
s_edxgmf2z@example.com,First,Last,DATA200,A,78.51
s_us37tsz2@example.com,First,Last,DATA200,A,64.35
s_kkpzlbdz@example.com,First,Last,DATA200,A,93.87
s_7nfeq5cc@example.com,First,Last,DATA200,A,94.94
s_yzxnja90@example.com,First,Last,DATA200,A,50.93
s_kjbg8g28@example.com,First,Last,DATA200,A,85.13
s_c9l5ct0j@example.com,First,Last,DATA200,A,70.62
s_ydf7c3k0@example.com,First,Last,DATA200,A,60.02
s_wym1hhc0@example.com,First,Last,DATA200,A,62.90
s_xy6ijewm@example.com,First,Last,DATA200,A,71.91
s_1bl31et1@example.com,First,Last,DATA200,A,97.77
s_lsuipj4q@example.com,First,Last,DATA200,A,76.62
s_flg3iw5m@example.com,First,Last,DATA200,A,66.41
s_7pruq0wn@example.com,First,Last,DATA200,A,52.36
s_tdgwsyrp@example.com,First,Last,DATA200,A,92.84
s_xtwnbgmc@example.com,First,Last,DATA200,A,59.84
s_ejas6qzf@example.com,First,Last,DATA200,A,55.10
s_0ys3gnoh@example.com,First,Last,DATA200,A,70.56
s_fbobnau9@example.com,First,Last,DATA200,A,81.40
s_n3r1ndlc@example.com,First,Last,DATA200,A,69.77
s_toyd23em@example.com,First,Last,DATA200,A,64.84
s_dc0vvv3r@example.com,First,Last,DATA200,A,50.98
s_4aykcv0l@example.com,First,Last,DATA200,A,82.18
s_4cm9r0yp@example.com,First,Last,DATA200,A,57.63
s_qozlnbln@example.com,First,Last,DATA200,A,88.20
s_x2o7nsqx@example.com,First,Last,DATA200,A,51.90
s_fr1kq4ry@example.com,First,Last,DATA200,A,91.86
s_vmyr4m7k@example.com,First,Last,DATA200,A,87.92
s_p8ulh7x6@example.com,First,Last,DATA200,A,59.54
s_m8w3sycz@example.com,First,Last,DATA200,A,66.37
s_yydqutbb@example.com,First,Last,DATA200,A,97.35
s_ko2h1lun@example.com,First,Last,DATA200,A,78.95
s_ejzrea2s@example.com,First,Last,DATA200,A,97.04
s_y5kfrcci@example.com,First,Last,DATA200,A,67.17
s_5wefyc98@example.com,First,Last,DATA200,A,63.76
s_xs0ng81r@example.com,First,Last,DATA200,A,69.58
s_o484fqg5@example.com,First,Last,DATA200,A,58.86
s_4c3t5l51@example.com,First,Last,DATA200,A,75.06
s_wbjyixah@example.com,First,Last,DATA200,A,60.64
s_l4fe8x59@example.com,First,Last,DATA200,A,87.25
s_i41dxidd@example.com,First,Last,DATA200,A,86.13
s_nvhaxzdn@example.com,First,Last,DATA200,A,90.06
s_cfcsw9pz@example.com,First,Last,DATA200,A,83.94
s_1wiugcv5@example.com,First,Last,DATA200,A,66.61
s_eblyvpd1@example.com,First,Last,DATA200,A,55.01
s_cyprtzlw@example.com,First,Last,DATA200,A,97.04
s_k93caoyk@example.com,First,Last,DATA200,A,94.63
s_t9bh2cqc@example.com,First,Last,DATA200,A,84.59
s_cjrdmq8u@example.com,First,Last,DATA200,A,71.77
s_zdp48qx8@example.com,First,Last,DATA200,A,63.93
s_wj74e5c0@example.com,First,Last,DATA200,A,54.03
s_rha5xdj2@example.com,First,Last,DATA200,A,91.13
s_3fj41vfl@example.com,First,Last,DATA200,A,70.68
s_xjm7swz9@example.com,First,Last,DATA200,A,74.29
s_rhr20y3x@example.com,First,Last,DATA200,A,52.90
s_d7q8qa9d@example.com,First,Last,DATA200,A,98.00
s_dljzft98@example.com,First,Last,DATA200,A,67.02
s_xef7ztky@example.com,First,Last,DATA200,A,58.74
s_cyws4g5z@example.com,First,Last,DATA200,A,77.25
s_92f9z2km@example.com,First,Last,DATA200,A,73.04
s_tk6qb46d@example.com,First,Last,DATA200,A,75.58
s_pk6vlr6v@example.com,First,Last,DATA200,A,64.31
s_m2c1ejjs@example.com,First,Last,DATA200,A,52.90
s_li7hca90@example.com,First,Last,DATA200,A,86.26
s_jmtnf8ox@example.com,First,Last,DATA200,A,72.19
s_tjrs1y7q@example.com,First,Last,DATA200,A,59.93
s_475hioun@example.com,First,Last,DATA200,A,67.49
s_tp6733r6@example.com,First,Last,DATA200,A,94.29
s_qsgn1xgs@example.com,First,Last,DATA200,A,86.08
s_avhm2egc@example.com,First,Last,DATA200,A,50.66
s_rz2c6vd4@example.com,First,Last,DATA200,A,93.44
s_jwlgs3dz@example.com,First,Last,DATA200,A,89.40
s_46bg1nuw@example.com,First,Last,DATA200,A,52.25
s_uyrdh7c4@example.com,First,Last,DATA200,A,83.93
s_ieo1um69@example.com,First,Last,DATA200,A,79.50
s_p1ugg7zb@example.com,First,Last,DATA200,A,70.77
s_vz693i7x@example.com,First,Last,DATA200,A,55.40
s_o84cksxr@example.com,First,Last,DATA200,A,85.49
s_s0sik28j@example.com,First,Last,DATA200,A,73.80
s_ph0w0w5z@example.com,First,Last,DATA200,A,99.69
s_tdogkjye@example.com,First,Last,DATA200,A,97.96
s_ns5ar32z@example.com,First,Last,DATA200,A,95.87
s_ggw6ir4y@example.com,First,Last,DATA200,A,91.96
s_qlwz3nhd@example.com,First,Last,DATA200,A,65.97
s_z7omnqas@example.com,First,Last,DATA200,A,63.26
s_i7ibzpko@example.com,First,Last,DATA200,A,73.17
s_2octeh57@example.com,First,Last,DATA200,A,62.22
s_bkr7vf64@example.com,First,Last,DATA200,A,57.49
s_to5qn25f@example.com,First,Last,DATA200,A,91.58
s_chxl8bgg@example.com,First,Last,DATA200,A,88.83
s_l7w67z5t@example.com,First,Last,DATA200,A,64.69
s_6cj00srp@example.com,First,Last,DATA200,A,96.16
s_w7frl8xw@example.com,First,Last,DATA200,A,53.46
s_xsxrnecw@example.com,First,Last,DATA200,A,65.99
s_hk05mk8x@example.com,First,Last,DATA200,A,52.78
s_chko5sff@example.com,First,Last,DATA200,A,61.82
s_w92vsbce@example.com,First,Last,DATA200,A,73.43
s_vop62z5k@example.com,First,Last,DATA200,A,57.07
s_iomh611i@example.com,First,Last,DATA200,A,75.78
s_kdghif8z@example.com,First,Last,DATA200,A,88.91
s_6s0fx5yn@example.com,First,Last,DATA200,A,85.90
s_cyxf6iio@example.com,First,Last,DATA200,A,95.19
s_gc2uwm7b@example.com,First,Last,DATA200,A,85.43
s_cvpxbdw2@example.com,First,Last,DATA200,A,53.84
s_6fbfn0si@example.com,First,Last,DATA200,A,89.03
s_x6pqxqpu@example.com,First,Last,DATA200,A,64.81
s_ke2mczcm@example.com,First,Last,DATA200,A,69.40
s_4tggs5dx@example.com,First,Last,DATA200,A,50.21
s_b2lscopp@example.com,First,Last,DATA200,A,51.50
s_nvtxdul1@example.com,First,Last,DATA200,A,86.59
s_dah0z8n2@example.com,First,Last,DATA200,A,51.66
s_ojv8xvb2@example.com,First,Last,DATA200,A,91.11
s_g4grfeqz@example.com,First,Last,DATA200,A,81.43
s_9obykr3n@example.com,First,Last,DATA200,A,97.14
s_ijah2v5k@example.com,First,Last,DATA200,A,55.44
s_c4yi6yto@example.com,First,Last,DATA200,A,72.64
s_9csx29yt@example.com,First,Last,DATA200,A,77.20
s_4aen6qum@example.com,First,Last,DATA200,A,59.62
s_hl0b1fm4@example.com,First,Last,DATA200,A,89.16
s_xwi8aird@example.com,First,Last,DATA200,A,73.49
s_voxelk5u@example.com,First,Last,DATA200,A,51.49
s_v6qk9hzn@example.com,First,Last,DATA200,A,79.85
s_z0d5zmlu@example.com,First,Last,DATA200,A,71.41
s_m1zq2s07@example.com,First,Last,DATA200,A,81.44
s_pu27olto@example.com,First,Last,DATA200,A,63.03
s_lu7g814v@example.com,First,Last,DATA200,A,70.92
s_v94gpx1t@example.com,First,Last,DATA200,A,77.82
s_gjr92tmx@example.com,First,Last,DATA200,A,55.37
s_ccr0n7o0@example.com,First,Last,DATA200,A,56.24
s_13on6s61@example.com,First,Last,DATA200,A,97.65
s_5xyn901r@example.com,First,Last,DATA200,A,59.47
s_8ca4gvnu@example.com,First,Last,DATA200,A,81.99
s_6mbf0jb4@example.com,First,Last,DATA200,A,98.97
s_zsaywfez@example.com,First,Last,DATA200,A,55.26
s_4zivyobf@example.com,First,Last,DATA200,A,79.26
s_b0dsdbk4@example.com,First,Last,DATA200,A,75.62
s_e3v9zmry@example.com,First,Last,DATA200,A,83.17
s_gjinzv33@example.com,First,Last,DATA200,A,77.41
s_4gikzc2g@example.com,First,Last,DATA200,A,81.49
s_kfo3a3ha@example.com,First,Last,DATA200,A,81.97
s_330c2duq@example.com,First,Last,DATA200,A,90.41
s_m1v56llo@example.com,First,Last,DATA200,A,59.42
s_fak1nfbl@example.com,First,Last,DATA200,A,57.28
s_tghv87bc@example.com,First,Last,DATA200,A,56.39
s_7fiq2ng4@example.com,First,Last,DATA200,A,98.70
s_ndca14hq@example.com,First,Last,DATA200,A,63.25
s_nmexdpna@example.com,First,Last,DATA200,A,61.17
s_oqce744j@example.com,First,Last,DATA200,A,79.46
s_i47izzev@example.com,First,Last,DATA200,A,91.84
s_d15dkjwj@example.com,First,Last,DATA200,A,93.65
s_q4rrmlk9@example.com,First,Last,DATA200,A,75.10
s_3y3gn5ew@example.com,First,Last,DATA200,A,82.67
s_xza5ecpf@example.com,First,Last,DATA200,A,62.88
s_n9lk6gl8@example.com,First,Last,DATA200,A,90.92
s_ou1e0zyi@example.com,First,Last,DATA200,A,88.11
s_u0zo6ab2@example.com,First,Last,DATA200,A,83.19
s_72v92rre@example.com,First,Last,DATA200,A,51.74
s_l4t82uat@example.com,First,Last,DATA200,A,63.84
s_7gukq7g1@example.com,First,Last,DATA200,A,66.92
s_fmk73h3y@example.com,First,Last,DATA200,A,81.34
s_vrui7q12@example.com,First,Last,DATA200,A,55.44
s_34tp5l8g@example.com,First,Last,DATA200,A,78.21
s_8b7l7vc2@example.com,First,Last,DATA200,A,58.61
s_00n2zs0o@example.com,First,Last,DATA200,A,90.11
s_wouh5stf@example.com,First,Last,DATA200,A,61.39
s_2ugfa250@example.com,First,Last,DATA200,A,51.19
s_h8b0asb5@example.com,First,Last,DATA200,A,54.98
s_gwhsijxm@example.com,First,Last,DATA200,A,98.54
s_xjx16plu@example.com,First,Last,DATA200,A,69.53
s_wwjkutr8@example.com,First,Last,DATA200,A,69.77
s_tnptwr1a@example.com,First,Last,DATA200,A,83.42
s_ljmeykpd@example.com,First,Last,DATA200,A,61.24
s_63itwhdt@example.com,First,Last,DATA200,A,55.12
s_vequqcgl@example.com,First,Last,DATA200,A,80.04
s_ugyx03sz@example.com,First,Last,DATA200,A,80.98
s_l7zv8j9k@example.com,First,Last,DATA200,A,61.25
s_1xqyocay@example.com,First,Last,DATA200,A,69.10
s_7i2tw0bj@example.com,First,Last,DATA200,A,81.15
s_qscyw9dw@example.com,First,Last,DATA200,A,69.55
s_4a2nwb7h@example.com,First,Last,DATA200,A,55.92
s_xcy4hszn@example.com,First,Last,DATA200,A,81.04
s_2h99mbhw@example.com,First,Last,DATA200,A,59.32
s_j64yocvh@example.com,First,Last,DATA200,A,73.84
s_f9svjji6@example.com,First,Last,DATA200,A,62.43
s_gkwm5j5m@example.com,First,Last,DATA200,A,92.14
s_o2wie72z@example.com,First,Last,DATA200,A,70.66
s_fx0gzzcg@example.com,First,Last,DATA200,A,62.19
s_d6bq5ax8@example.com,First,Last,DATA200,A,78.99
s_533bhaxe@example.com,First,Last,DATA200,A,87.23
s_ln2o4km1@example.com,First,Last,DATA200,A,84.14
s_jaxdgzth@example.com,First,Last,DATA200,A,96.73
s_21hr3y9k@example.com,First,Last,DATA200,A,59.51
s_mn0eeyjc@example.com,First,Last,DATA200,A,66.20
s_jmn1neym@example.com,First,Last,DATA200,A,61.19
s_kb4q2j8o@example.com,First,Last,DATA200,A,96.55
s_zc26h1jk@example.com,First,Last,DATA200,A,99.73
s_m0vln867@example.com,First,Last,DATA200,A,58.62
s_62simt33@example.com,First,Last,DATA200,A,60.56
s_rbv9ovb2@example.com,First,Last,DATA200,A,80.11
s_8e3vpx3a@example.com,First,Last,DATA200,A,52.56
s_nmk159iq@example.com,First,Last,DATA200,A,82.43
s_e6nbhq47@example.com,First,Last,DATA200,A,97.31
s_m6e7zmjw@example.com,First,Last,DATA200,A,92.79
s_w0jt83df@example.com,First,Last,DATA200,A,85.16
s_emu1js5m@example.com,First,Last,DATA200,A,53.75
s_83fum01m@example.com,First,Last,DATA200,A,89.24
s_b0e0ksnm@example.com,First,Last,DATA200,A,85.04
s_bwt52whg@example.com,First,Last,DATA200,A,83.34
s_csz114tg@example.com,First,Last,DATA200,A,59.94
s_kf7ukymh@example.com,First,Last,DATA200,A,55.41
s_jlljl4iy@example.com,First,Last,DATA200,A,76.47
s_b6xvorw8@example.com,First,Last,DATA200,A,78.17
s_05xi7xzv@example.com,First,Last,DATA200,A,95.10
s_l4cbvv6k@example.com,First,Last,DATA200,A,62.72
s_57u6fgoi@example.com,First,Last,DATA200,A,72.63
s_aq9gx020@example.com,First,Last,DATA200,A,73.29
s_6kblpl0i@example.com,First,Last,DATA200,A,58.62
s_nnscw86x@example.com,First,Last,DATA200,A,72.19
s_h4kg8kcj@example.com,First,Last,DATA200,A,71.41
s_31gtizas@example.com,First,Last,DATA200,A,58.03
s_6bo70d20@example.com,First,Last,DATA200,A,92.00
s_sdd2g94l@example.com,First,Last,DATA200,A,63.16
s_q4ts4k4o@example.com,First,Last,DATA200,A,74.41
s_xo5d43t5@example.com,First,Last,DATA200,A,79.03
s_ynsu2riw@example.com,First,Last,DATA200,A,88.70
s_odprv83m@example.com,First,Last,DATA200,A,94.44
s_sghny32z@example.com,First,Last,DATA200,A,75.01
s_vn1wv551@example.com,First,Last,DATA200,A,61.19
s_8c7s8sa4@example.com,First,Last,DATA200,A,51.80
s_y7etyiea@example.com,First,Last,DATA200,A,64.08
s_soa5jrgh@example.com,First,Last,DATA200,A,69.34
s_kli52jj5@example.com,First,Last,DATA200,A,72.80
s_w1q9scyi@example.com,First,Last,DATA200,A,55.16
s_1q4ce32p@example.com,First,Last,DATA200,A,69.74
s_02q2jar2@example.com,First,Last,DATA200,A,64.48
s_mcdnsk79@example.com,First,Last,DATA200,A,94.72
s_gh1x3wcg@example.com,First,Last,DATA200,A,94.06
s_gh09tdk9@example.com,First,Last,DATA200,A,52.26
s_lsd0gx22@example.com,First,Last,DATA200,A,69.73
s_nj5aoh4r@example.com,First,Last,DATA200,A,88.87
s_eqmc4eyd@example.com,First,Last,DATA200,A,99.49
s_8as3z19x@example.com,First,Last,DATA200,A,93.84
s_mexcfabu@example.com,First,Last,DATA200,A,86.94
s_hkar51qf@example.com,First,Last,DATA200,A,72.10
s_wmq1fjnv@example.com,First,Last,DATA200,A,68.11
s_p2ym2pil@example.com,First,Last,DATA200,A,88.84
s_ahql2edj@example.com,First,Last,DATA200,A,84.99
s_a4jl5ny7@example.com,First,Last,DATA200,A,79.49
s_bc8n2qks@example.com,First,Last,DATA200,A,91.97
s_3omlfh7j@example.com,First,Last,DATA200,A,59.92
s_dmebkkbh@example.com,First,Last,DATA200,A,69.12
s_q4vfh8sb@example.com,First,Last,DATA200,A,55.82
s_ausucpns@example.com,First,Last,DATA200,A,86.57
s_d05yaozz@example.com,First,Last,DATA200,A,50.39
s_ywsmd17f@example.com,First,Last,DATA200,A,70.17
s_en369fax@example.com,First,Last,DATA200,A,62.55
s_j5umer0g@example.com,First,Last,DATA200,A,91.06
s_5zv1j8s0@example.com,First,Last,DATA200,A,54.09
s_nvhjjqi7@example.com,First,Last,DATA200,A,54.93
s_wtmepyrb@example.com,First,Last,DATA200,A,90.14
s_rxmop8s1@example.com,First,Last,DATA200,A,83.90
s_y90sqet9@example.com,First,Last,DATA200,A,97.40
s_wyab7lnc@example.com,First,Last,DATA200,A,95.31
s_craqf9j3@example.com,First,Last,DATA200,A,68.81
s_g0kemoxb@example.com,First,Last,DATA200,A,65.85
s_4gxy5uuf@example.com,First,Last,DATA200,A,90.39
s_g6f13ggt@example.com,First,Last,DATA200,A,76.38
s_kbhfvcrv@example.com,First,Last,DATA200,A,67.02
s_52uv0l03@example.com,First,Last,DATA200,A,81.20
s_vn9kb22u@example.com,First,Last,DATA200,A,54.67
s_j98zsd31@example.com,First,Last,DATA200,A,92.49
s_36k3uswd@example.com,First,Last,DATA200,A,70.07
s_mgjwuz9i@example.com,First,Last,DATA200,A,77.85
s_ictk6px6@example.com,First,Last,DATA200,A,57.83
s_0kw08vgp@example.com,First,Last,DATA200,A,61.91
s_rrh8rzx1@example.com,First,Last,DATA200,A,68.01
s_nfpqiuqs@example.com,First,Last,DATA200,A,56.13
s_1zeq6muy@example.com,First,Last,DATA200,A,50.39
s_38k655yj@example.com,First,Last,DATA200,A,50.86
s_48yswb9o@example.com,First,Last,DATA200,A,91.75
s_o3qtnaat@example.com,First,Last,DATA200,A,79.30
s_drwoa97s@example.com,First,Last,DATA200,A,62.00
